text,task_1,split
mcconnell  barr trump senate  legislative executive branches corrupt  broken criminal rotten unfit bunch old white men   barrlied  trumpisatraitor  mcconnellmustgo https   co yvvniqrogo,NOT,train
 trumpisatraitor    impeachtrumpnow   agree undeserved hollywood star bear epithet traitor see posterity https   co lt aegysw ,NOT,train
freedom speech important spokeswoman  completely unethical       trumpisatraitor  johnmccainday  johnmccainday  johnmccainday  johnmccainday  johnmccaindayjune  th https   co vbfndwo ny,NOT,train
 therealoj   joined twitter old pal  realdonaldtrump stabby grabby   ojsimpson  murderer let hope undoing  https   co kqhd vyjpi,NOT,train
 individualone aka   realdonaldtrump   johnmccainday authentic time magazine cover     johnmccainisahero    trumpisatraitor https   co dbjindprhg,NOT,train
 tedlieu  good news      murderer money still  good          edbuck https   co pmdoumsyg ,NOT,train
 realdonaldtrump  senatemajldr  markwarner happy john mccain day   truehero  johnmccainday  trumpisatraitor,NOT,train
 realdonaldtrump happy  johnmccainday    fucktrump    americansforimpeachment,NOT,train
father  rroshanbaig minister term  whole karnataka wants know name minister hellbent bailing main accused  imafraud     cc   suvarnanewstv  prajavani  publictvnews  ann newsable  timesnow  republic  indiatoday https   co l loxashdn,NOT,train
 doctorsfightback    political colour  us   doctors   say protesting doctors nrs hospital kolkata refuting west bengal cm mamata banerjee  even doctors across india stand https   co lgcyjuebn  https   co  xbnrfe ff,NOT,train
gonna leave right     fucktrump   https   co fb dul owh,NOT,train
 richiefed  mommamia      realdonaldtrump money buy class  class never anything low life   trumpisatraitor,NOT,train
 bcci shud pull  icc teams r interested financial gain icc   shameonicc,NOT,train
 whitehouse  realdonaldtrump  fucktrump  trade game working   like  goptaxscam,NOT,train
  yrs old girl raped body burnt            twinkle sharma      rapist   cutthepenisoff   pennepenis,NOT,train
 blackmediagrp  realdonaldtrump said  lost shit   boy   still wrap mind around kids  amp  loved ones went  proud hell  centralpark  standing ground    disgusted took long true justice  amp  compensation   fucktrump,NOT,train
  realdonaldtrump  puts gop tough spot remarks foreign  dirt   trumpisatraitor  trumprussiacollusion  putinspuppet  https   co eqgikbelo ,NOT,train
 rossthomson mp yep  take nation scotland twitter  great idea    indyref   borisjohnsonshouldnotbepm,NOT,train
 nytimes late  first answer always real answer   trumpisatraitor  impeachdonaldtrumpnow,NOT,train
world cup goes icc       shameonicc  icc,NOT,train
yhink cricket run indian ppl money ecb wasting  shameonicc,NOT,train
 shameonicc  cricketworldcup  icc    wrost world cup  ,NOT,train
 worldcup     trophy  designed     shameonicc  cwc      rainstopsmatch  rainyworldcup https   co rpfrxcfkh ,NOT,train
 therealoj    getting even     lock cutlery  murderer,NOT,train
must voted trump,NOT,train
 natacchelpline voice advert exact voice ian huntley think every time hear   murderer  nationalaccidenthelpline,NOT,train
misspelled  getting evicted medieval monastery afford    bolsonaroenvergonhaobrasil  douchebag https   co wcaajbhib ,NOT,train
 ciaspygirl good one       presidentialembarrassment  fucktrump  resist,NOT,train
midst  dhonikeepstheglove crisis   myogiadityanath heads ayodhya  must say   deeply moving see many hindu seers temple town talk   love lord ram    hope issue resolved soon   rammandir,NOT,train
    doctors already resigned  bengal     nrs      sskm      national medical college     rg kar      north bengal college      murshidabad     rampurhat     burdwan        doctorsfightback  savethedoctors,NOT,train
 sentoomey  americanlegion  stevedaines use military photo op convenience   flagday  johnmcainday  johnmccaindayjune  th  trumpisatraitor,NOT,train
wow  full  matthancock    borisjohnsonshouldnotbepm    kickthemout https   co mbl wsyroj ,NOT,train
kamala harris plan provide dreamers pathway citizenship  explained  resist  resisttrump  fucktrump https   co wfsltwy nj,NOT,train
 trump staff get lies right      trumpisadisgrace  trumplies  trumpisatraitor  putinspuppet  unfittobepresident  tankerattack   https   co prw unrdbp,NOT,train
answering questions citizenship    fucking years   fucktrump  resist https   co igkorkwccp,NOT,train
 rorybremner  mantispromedia  channel  bloody brilliant    borisjohnsonshouldnotbepm,NOT,train
 icc  shameonicc plz stop   ,NOT,train
 doctors   stand fellow residents india      doctors assualt    doctorstrike    doctorsfightback    hospitalartemis     long live doctors unity     https   co dphhvqc ,NOT,train
 realdonaldtrump friends    fucktrump  resist  vetsagainsttrump  johnmccainday,NOT,train
 realdonaldtrump hey  dickhead  someone read     https   co vkl dv lsk,NOT,train
day  understand   fucktrump https   co   erj e ,NOT,train
trump loyal russia  saudi arabia    trumpisatraitor  trumprussia  impeachmentinquirynow  impeachtrump https   co qep  hgv x,NOT,train
mention  doctor khatre main   doctorsfightback  doctors assualt  westbengal https   co emez rmb g,NOT,train
 realdonaldtrump correction  farmers need continue screw  brilliant  trade strategies   fucktrump,NOT,train
icc doesnt plan chanpionship trophy  planned  show    teams rainy season look like england  shameonicc,NOT,train
stop violence doctors     doctorsfightback  doctorsstrike    modi  doctorsprotest https   co len eiafom,NOT,train
  realdonaldtrump establish record telling truth  msm never believe anything says  safe bet never happen   fucktrump  maga  foxnews  wednesdaywisdom https   co pf tj samo,NOT,train
happy  johnmcainday  realdonaldtrump  idiottrump  traitortrump,NOT,train
 icc  cricketworldcup guys ruined enjoyment  cwc       see kolkata  edengarden normal match guys organising world level event see preparation  shameonicc https   co wfd  zbg q,NOT,train
drives like poes  skipping every red robot sunward park boksburg entire family three kids car   douchebag https   co gaqhfz vhf,NOT,train
 tonijarvis    judicialwatch  tomfitton  realdonaldtrump proof called  mueller report   read redacted version  citizen united states felt duty read   trumpisatraitor,NOT,train
mtk engineering mode shortcut app change android mac address  seriously root necessary  https   co xeby zoqxm    impeachkavanaugh   donthecon   liarinchief   trumpisatraitor   sarahhuckabeesandersisatraitor   repealandreplacepence   sessionsislonggone   resist ,NOT,train
 mat      randyresist  leahntorres  child  embryo   wow     baby  toddler  toddler  preschooler  preschooler  kindergartener  kindergartener older child  older child  teenager  hear stupid argument  acorn  oak tree   murderer   ,NOT,train
 gen vksingh  msdhoni  icc fully endorse sir           nationalpride             opinion  dhonikeepstheglove,NOT,train
need  bernieforpresident  bernie      fucktrump https   co    z urr,NOT,train
respect doctors   shows unity among doctors community         doctorsfightback  doctorsprotest  doctorsunderoppression  istandwithnrs https   co geavm hn,NOT,train
others       alright   years         borisjohnsonshouldnotbepm https   co lqjnrnunde,NOT,train
 therealoj   god  getting even     murderer,NOT,train
 trumpisatraitor  itmfa   trump says would  absolutely  report foreign help https   co eguckees j,NOT,train
comparisons indian english grounds  considering grounds use covers entire ground     hello  chinnaswamy stadium  bengaluru first cricket stadium world use subair system      respect      shameonicc  indvnz  cwc  ,NOT,train
mr johnson mayor london  man could prime minister   borisjohnsonshouldnotbepm  toryleadershipelection https   co oltd jc eg,NOT,train
imagine  patriots keeping secrets reaching russia   trumpisatraitor https   co fkj cb fyq,NOT,train
 pfantta doctors back time r beaten duty   matter even r killed duty     doctorsfightback,NOT,train
 srbachchan wants take trip  icc        iccworldcup        cwc      shameonicc    cwc        indvnz   https   co mlcj  iwwn,NOT,train
 cspan  gopleader love  love   love  sarcasm  gop say exact opposite potus said meant   claim true  straight face   abuse power undermines democracy lied constantly obvious things   fuckgop  fucktrump,NOT,train
alabama woman claims court letting  rapist uncle see kids https   co  hidetvy via  mailonline,NOT,train
entitled privileged attitude british elite establishment mafia ruling class      says  borisjohnson  borisjohnsonshouldnotbepm  c debate https   co pglpm kv q,NOT,train
   thpanther life death vote many    votebluetosaveamerica    trumpisatraitor,NOT,train
 doctorsfightback  shamelessmamata demanding  justice drparibaha   https   co dhwjidlh  ,NOT,train
sarah sanders failed almost every aspect job  resist  resisttrump  fucktrump https   co dzwdvrtnc ,NOT,train
 sagenaradamuni  bjptarunchugh  namo ganesh  harishk          himesh ss  mattarhegde  yashpalbjp  dheerajgbc  harvansh batra  victoryfornamo  narendramodi     lillymarypinto  narendramodi  sukanyaiyer   meenakshisharan  meenu     ramsabjym  bakoriya kirti   sanghavideepa  onlinerajan    samar          patelontop  ajaypandey    debashishhits  ankitasood    hindustanse  mahiherambha  hindu blood  smithadutt  vanitajain    reema bjp  narendramodi pm  narendrap    tigernamo  aarohi     draksbond  jadonpriyanka  nazlinshaikh  amitshah  inarendramodig  gravim    pehadiya  prasura     lotusfeetns  majorpoonia  gautamgambhir  prakashmishra    sureshm    pandey indrani  madhukishwar people r scared  modi r saying  modiwave  india witnessing mammoth crowd across bharat listen  narendramodi ji  happy  vadrasflee  amp   nobandhan congress    may   sure  modiagain  modiagainsaysindia  congressmuktbharat https   co vgep vskij,NOT,train
two terms trump    realdonaldtrump  lyingcon  douchebag  putinpuppet  traitordon  lockhimup https   co  knfunggyu,NOT,train
bengal healthcare coma     doctors quit     read  https   co qfezma yja      doctorsfightback  doctorsstrike https   co dbyp  ucei,NOT,train
racist  lying scammer boris johnson starts campaign become prime minister screw poor today  give six good reasons never prime minister      add using hashtag    borisjohnsonshouldnotbepm    please rt    https   co vpyxzqtoud,NOT,train
trump says oval office interview russia offered dirt      opponent exactly take  resist  resisttrump  fucktrump https   co mgm eimay ,NOT,train
assuming god exists   knows person suffering person suffering least leader  messed world    solves problem dhoni keep army logo    dhoniatcwc    dhonikeepstheglove  worldcup    ,NOT,train
california community helped hundreds migrants border patrol dropped greyhound station  resist  resisttrump  fucktrump https   co ae vxxak  ,NOT,train
 indvnz   cricket fans venting frustration  shameonicc tweets wondering ground staff could cover entire ground rain warning given advance      take look tweets     https   co ol av   w ,NOT,train
happy  johnmccainday  fucktrump https   co jr ygucgok,NOT,train
 realdonaldtrump says one keeps putting law  america  trumpistan   trumpisatraitor,NOT,train
 ani libtards  jaishemedia call  bjp india saffron wid mission make india hindu state    soon get     muslim vote   bjp smells winning formula n india back normal   congressmuktbharat means  bjp takes ovr congress culture appeasement   secularism sick ,NOT,train
cameras  gloves      indvaus  balidanbadge glove  balidan feelings  msdhoni  dhonikeepstheglove  icc prevails     cwc    iccwc     jo bhi ho  india wants victory  ausvind match      indiawithdhoni  meninblue,NOT,train
 realdonaldtrump  jedediahbila source fox friends co host      sad      resisters    trumpisatraitor    trumpcolluded    trumpobstructed    trumpcrimesyndicate    trumpcorrupt,NOT,train
